Deal Registration: Deal Registration Name,Deal Registration: Created Date,Opportunity Owner,Inside Sales Rep,Sales Territory,Account Name,Billing Country,Partner Account,Opportunity Type,Stage,Amount (converted),Close Date
DR-2050,15 Dec 2025,Lukas Brandt,Tobias Frank,EMEA - DACH - Enterprise,Account 050 Holdings,Austria,Arrow ECS,New Logo,1 - Submitted,67000,2026-05-23
DR-1725,03 Jul 2025,Niamh O'Connor,,UKI & Nordics,Account 125 Ltd,Finland,Econocom,New Business,4 - Technical Validation,"EUR 32,000.00",2025-09-25
DR-2388,08 May 2026,Erik Lindqvist,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 388 GmbH,Norway,Northbridge Data,New Logo,3 - Discovery,193000,2026-06-27
DR-1891,2025-10-10,Aoife Brennan,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 291 Group,Ireland,Cancom,Competitive Migration,7 - Closed Won,"$185,000",2026-04-23
DR-1956,12/11/2025,Callum Reid,,UKI & Nordics,Account 356 GmbH,Ireland,Ingram Micro,New Logo,Rejected - Duplicate,,2026-03-12
DR-1901,2025-10-21,Tom Whitfield,,EMEA - UKI & Nordics - Commercial,Account 301 AB,United Kingdom,SHI EMEA,Existing Business - Renewal,1 - Submitted,"EUR 114,000.00",2026-03-17
DR-1979,01/11/2025,Sofia Almeida,Paulo Neves,Southern Europe,Account 379 AB,Greece,Computacenter,Existing Business - Renewal,1 - Submitted,"$115,000",2025-12-14
DR-1880,2025-10-12,Callum Reid,,EMEA - UKI & Nordics - Commercial,Account 280 AB,Sweden,TD Synnex,New Business,Expired,71000,2025-12-15
DR-2296,2026-04-02,Callum Reid,,EMEA - UKI & Nordics - Commercial,Account 296 Group,Sweden,Computacenter,Migration,3 - Discovery,"EUR 132,000.00",2026-05-25
DR-1731,12 Jul 2025,Julien Marchand,,SEMEA,Account 131 Ltd,France,Arrow ECS,Existing Business - Renewal,7 - Closed Won,"$144,000",2025-10-09
DR-1696,2025-06-11,Lukas Brandt,Lena Wirth,DACH,Account 096 GmbH,Switzerland,Econocom,Existing Business - Renewal,0 - Closed Lost,"EUR 100,000.00",2025-10-03
DR-2307,2026-04-22,Callum Reid,,EMEA - UKI & Nordics - Commercial,Account 307 Ltd,Ireland,Computacenter,New Logo,1 - Submitted,"$152,000",2026-10-22
DR-1188,2024-11-17,Marco Ferrari,Paulo Neves,SEMEA,Account 388 SpA,France,Cancom,Competitive Migration,Rejected - Duplicate,,2025-05-04
DR-1313,2025-01-23,Katharina Vogel,Lena Wirth,dach pod,Account 113 GmbH,Germany,TD Synnex,Renewal,0 - Closed Lost,170000,2025-06-29
DR-1815,2025-09-01,Sigrid Halvorsen,Mollie Shaw,,Account 215 Ltd,Norway,Computacenter,New Business,0 - Closed Lost,"EUR 8,000.00",2025-12-05
DR-1300,2025-01-14,Julien Marchand,,Southern Europe,Account 100 Ltd,Italy,SHI EMEA,New Business,0 - Closed Lost,,2025-07-05
DR-1513,16/04/2025,Elena Castells,Chiara Bruno,Iberia,Account 313 Ltd,Israel,Bechtle AG,New Business,,"EUR 56,000.00",2025-05-29
DR-1949,19/11/2025,Sigrid Halvorsen,,EMEA - UKI & Nordics - Commercial,Account 349 Ltd,United Kingdom,SHI EMEA,New Logo,Rejected - Duplicate,79000,2026-05-13
DR-1050,26/09/2024,Elena Castells,Paulo Neves,Iberia,Account 250 SAS,France,Softcat,New Business,0 - Closed Lost,"$157,000",2025-01-19
DR-1860,2025-09-02,Katharina Vogel,,DACH,Account 260 SpA,Austria,Ingram Micro,New Business,0 - Closed Lost,"$224,000",2025-10-13
DR-1890,2025-10-22,Callum Reid,Priya Raman,UKI & Nordics,Account 290 SAS,Norway,SHI EMEA,Upsell,2 - Approved,"EUR 200,000.00",2026-02-09
DR-1847,2025-09-11,Julien Marchand,Paulo Neves,Iberia,Account 247 SpA,Spain,TD Synnex,New Business,7 - Closed Won,22000,2025-10-19
DR-2026,03 Dec 2025,Sigrid Halvorsen,Mollie Shaw,EMEA - Other,Account 026 AB,Ireland,Bechtle AG,New Logo,7 - Closed Won,"EUR 221,000.00",2026-03-18
DR-1256,2024-12-10,Lukas Brandt,Lena Wirth,DACH,Account 056 Group,Switzerland,Ingram Micro,New Business,0 - Closed Lost,138000,2025-01-04
DR-2406,23 May 2026,Sofia Almeida,Chiara Bruno,SEMEA,Account 006 Group,Portugal,Computacenter,New Logo,5 - Proposal,107000,2026-06-20
DR-1305,2025-01-28,Marco Ferrari,,Southern Europe,Account 105 Holdings,Spain,TD Synnex,Existing Business - Add-On,0 - Closed Lost,"EUR 53,000.00",2025-06-14
DR-1871,2025-09-01,Stefan Huber,,dach pod,Account 271 SpA,Germany,Softcat,New Business,7 - Closed Won,"$80,000",2026-01-22
DR-1332,28 Feb 2025,Tom Whitfield,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 132 SpA,Denmark,Computacenter,New Business,Expired,"$143,000",2025-08-02
DR-1531,21/04/2025,Stefan Huber,Lena Wirth,EMEA - DACH - Enterprise,Account 331 Ltd,Austria,Softcat,Renewal,7 - Closed Won,165000,2025-05-30
DR-2385,21 May 2026,Callum Reid,Dan Eriksen,Nordics,Account 385 Ltd,Sweden,Computacenter,New Logo,3 - Discovery,30000,2026-07-14
DR-2459,06/06/2026,Erik Lindqvist,Dan Eriksen,UKI & Nordics,Account 059 GmbH,Finland,TD Synnex,New Logo,7 - Closed Won,"$143,000",2026-09-23
DR-1127,2024-10-09,Julien Marchand,Chiara Bruno,EMEA - Southern Europe,Account 327 AB,Spain,SHI EMEA,New Business,0 - Closed Lost,57000,2025-03-26
DR-2485,26/06/2026,Elena Castells,,Iberia,Account 085 Ltd,Portugal,Econocom,Upsell,3 - Discovery,"EUR 197,000.00",2026-12-22
DR-2598,2026-08-11,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 198 SAS,Germany,Northbridge Data,New Logo,4 - Technical Validation,"EUR 36,000.00",2026-11-13
DR-2125,2026-02-19,Sigrid Halvorsen,Dan Eriksen,Nordics,Account 125 SAS,Denmark,Ingram Micro,Upsell,Rejected - Duplicate,112000,2026-06-13
DR-2141,2026-02-11,Aoife Brennan,,Nordics,Account 141 SpA,United Kingdom,TD Synnex,New Logo,3 - Discovery,,2026-05-03
DR-1426,2025-03-02,Elena Castells,Paulo Neves,Iberia,Account 226 GmbH,Greece,Computacenter,New Business,7 - Closed Won,"$191,000",2025-08-19
DR-1086,2024-10-08,Aoife Brennan,Dan Eriksen,UKI/Nordics,Account 286 Group,Norway,Ingram Micro,Existing Business - Renewal,Rejected - Duplicate,26000,2025-04-06
DR-1164,2024-11-13,Sigrid Halvorsen,Mollie Shaw,UKI/Nordics,Account 364 Holdings,Sweden,TD Synnex,Renewal,7 - Closed Won,"$194,000",2025-05-31
DR-2300,2026-04-24,Erik Lindqvist,Dan Eriksen,EMEA - UKI & Nordics - Commercial,Account 300 Group,Sweden,Cancom,New Logo,0 - Closed Lost,206000,2026-06-20
DR-2506,06/06/2026,Nadia Keller,Tobias Frank,DACH,Account 106 Group,Switzerland,Softcat,New Logo,6 - Negotiation,"EUR 138,000.00",2026-11-29
DR-1698,2025-06-06,Nadia Keller,Lena Wirth,dach pod,Account 098 AB,Germany,Computacenter,Existing Business - Renewal,0 - Closed Lost,"$134,000",2025-07-17
DR-1281,2025-01-25,Sigrid Halvorsen,Dan Eriksen,Nordics,Account 081 Holdings,Denmark,Cancom,New Business,Rejected - Duplicate,,2025-07-25
DR-2107,2026-01-21,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 107 SAS,Austria,Softcat,Migration,6 - Negotiation,"$200,000",2026-06-16
DR-1337,19 Feb 2025,Tom Whitfield,Dan Eriksen,Nordics,Account 137 Holdings,United Kingdom,Cancom,Upsell,0 - Closed Lost,206000,2025-08-17
DR-2058,11 Dec 2025,Lukas Brandt,Lena Wirth,DACH,Account 058 AB,Germany,Softcat,New Logo,3 - Discovery,132000,2026-02-12
DR-1431,2025-03-21,Julien Marchand,Paulo Neves,Iberia,Account 231 Ltd,Spain,Computacenter,Add-On,7 - Closed Won,217000,2025-04-26
DR-1732,24 Jul 2025,Marco Ferrari,Chiara Bruno,Southern Europe,Account 132 Ltd,Spain,SHI EMEA,New Business,0 - Closed Lost,"$94,000",2025-09-24
DR-2515,09/06/2026,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 115 GmbH,Austria,Econocom,Existing Business - Renewal,1 - Submitted,231000,2026-12-22
DR-2580,2026-08-14,Tom Whitfield,Priya Raman,UKI/Nordics,Account 180 AB,Finland,Econocom,New Logo,4 - Technical Validation,161000,2026-10-26
DR-1056,22/09/2024,Lukas Brandt,,DACH,Account 256 AB,Switzerland,Ingram Micro,New Business,Rejected - Duplicate,"EUR 51,000.00",2025-01-21
DR-1096,2024-10-06,Aoife Brennan,Mollie Shaw,UKI/Nordics,Account 296 SpA,Sweden,Arrow ECS,Add-On,0 - Closed Lost,,2024-11-22
DR-2304,2026-04-10,Erik Lindqvist,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 304 Group,Finland,SHI EMEA,Existing Business - Add-On,,51000,2026-09-08
DR-2482,19/06/2026,Sofia Almeida,Chiara Bruno,Iberia,Account 082 SpA,Italy,Softcat,Existing Business - Renewal,4 - Technical Validation,"EUR 59,000.00",2026-08-14
DR-1123,2024-10-14,Elena Castells,Chiara Bruno,EMEA - Southern Europe,Account 323 SpA,Greece,SHI EMEA,New Business,7 - Closed Won,"EUR 223,000.00",2025-02-14
DR-1227,2024-12-06,Sigrid Halvorsen,Dan Eriksen,,Account 027 Group,Norway,Computacenter,New Business,7 - Closed Won,"EUR 59,000.00",2025-01-10
DR-1607,2025-05-16,Katharina Vogel,Lena Wirth,EMEA - DACH - Enterprise,Account 007 Group,Switzerland,Econocom,New Business,7 - Closed Won,204000,2025-08-09
DR-1598,2025-05-24,Yannis Papadakis,,EMEA - Southern Europe,Account 398 SAS,Portugal,Econocom,Add-On,7 - Closed Won,"EUR 104,000.00",2025-06-18
DR-1341,04 Feb 2025,Aoife Brennan,Mollie Shaw,UKI/Nordics,Account 141 Ltd,Norway,Cancom,New Business,Expired,"$46,000",2025-04-11
DR-1048,17/09/2024,Marco Ferrari,,EMEA - Southern Europe,Account 248 Group,Spain,TD Synnex,Upsell,Rejected - Duplicate,"$120,000",2025-01-10
DR-1275,2025-01-08,Aoife Brennan,Dan Eriksen,UKI & Nordics,Account 075 SpA,Finland,Ingram Micro,Upsell,0 - Closed Lost,232000,2025-04-05
DR-2420,19 May 2026,Nadia Keller,,DACH,Account 020 AB,Germany,Cancom,Add-On,Rejected - Duplicate,,2026-08-30
DR-1875,2025-10-14,Sigrid Halvorsen,Dan Eriksen,UKI & Nordics,Account 275 Group,Ireland,Ingram Micro,Add-On,2 - Approved,"$120,000",2025-11-23
DR-1156,2024-11-08,Aoife Brennan,Mollie Shaw,EMEA - UKI & Nordics - Commercial,Account 356 Group,Norway,TD Synnex,New Business,0 - Closed Lost,"$110,000",2025-01-21
DR-1441,2025-03-17,Yannis Papadakis,Chiara Bruno,Southern Europe,Account 241 Ltd,Greece,Softcat,Existing Business - Add-On,7 - Closed Won,"EUR 141,000.00",2025-05-28
DR-1914,2025-10-26,Julien Marchand,Chiara Bruno,Southern Europe,Account 314 SAS,Portugal,Econocom,New Business,Expired,"EUR 183,000.00",2026-03-24
DR-1817,2025-09-11,Tom Whitfield,Dan Eriksen,Nordics,Account 217 SAS,Finland,Arrow ECS,New Business,0 - Closed Lost,"EUR 126,000.00",2025-11-25
DR-2437,05/06/2026,Callum Reid,Priya Raman,UKI/Nordics,Account 037 SAS,Finland,Econocom,Upsell,2 - Approved,12000,2026-11-24
DR-2502,06/06/2026,Katharina Vogel,,dach pod,Account 102 Holdings,Austria,SHI EMEA,Existing Business - Renewal,0 - Closed Lost,"$129,000",2026-09-15
DR-1932,2025-10-24,Lukas Brandt,Tobias Frank,dach pod,Account 332 SAS,Germany,SHI EMEA,New Business,7 - Closed Won,78000,2026-03-14
DR-2633,2024-09-15,Channel Queue,,DACH,Queued Account 019,Germany,Computacenter,New Business,1 - Submitted,,
DR-2159,2026-02-15,Elena Castells,Paulo Neves,EMEA - Southern Europe,Account 159 AB,Italy,Cancom,New Logo,3 - Discovery,"EUR 134,000.00",2026-05-18
DR-1642,2025-06-20,Tom Whitfield,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 042 Group,United Kingdom,Cancom,Upsell,0 - Closed Lost,17000,2025-07-24
DR-1855,2025-09-11,Lukas Brandt,,DACH,Account 255 AB,Switzerland,Softcat,Migration,Expired,"$63,000",2026-03-01
DR-1632,2025-06-03,Niamh O'Connor,Dan Eriksen,UKI/Nordics,Account 032 AB,United Kingdom,Bechtle AG,New Business,Rejected - Duplicate,"$226,000",2025-10-16
DR-2099,2026-01-16,Stefan Huber,Lena Wirth,DACH,Account 099 GmbH,Austria,Bechtle AG,New Logo,Rejected - Duplicate,"$20,000",2026-03-29
DR-2584,2026-08-08,Aoife Brennan,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 184 SpA,Finland,Econocom,New Logo,6 - Negotiation,"$35,000",2026-11-06
DR-1654,2025-06-11,Sigrid Halvorsen,,EMEA - UKI & Nordics - Commercial,Account 054 AB,Finland,Ingram Micro,Upsell,Expired,"$103,000",2025-10-05
DR-2286,2026-04-28,Sigrid Halvorsen,Dan Eriksen,Nordics,Account 286 Holdings,Finland,Cancom,Renewal,3 - Discovery,98000,2026-06-17
DR-1161,2024-11-28,Aoife Brennan,Priya Raman,UKI/Nordics,Account 361 SAS,Denmark,Computacenter,Add-On,7 - Closed Won,"$164,000",2025-03-28
DR-1151,2024-11-11,Sigrid Halvorsen,Dan Eriksen,UKI/Nordics,Account 351 SpA,Sweden,Northbridge Data,New Business,Rejected - Duplicate,,2025-05-11
DR-1987,05/11/2025,Stefan Huber,Lena Wirth,DACH,Account 387 Group,Austria,Northbridge Data,New Logo,0 - Closed Lost,52000,2025-12-05
DR-1032,14/09/2024,Julien Marchand,Paulo Neves,EMEA - Southern Europe,Account 232 SAS,France,Computacenter,New Business,7 - Closed Won,,2025-03-04
DR-2519,22/06/2026,Lukas Brandt,Tobias Frank,EMEA - DACH - Enterprise,Account 119 Ltd,Austria,Cancom,New Logo,0 - Closed Lost,88000,2026-12-19
DR-1973,13/11/2025,Sofia Almeida,,EMEA - Southern Europe,Account 373 AB,Italy,Computacenter,Existing Business - Add-On,6 - Negotiation,"EUR 109,000.00",2026-04-06
DR-2041,28 Dec 2025,Elena Castells,,Southern Europe,Account 041 SpA,Portugal,Bechtle AG,New Logo,0 - Closed Lost,"EUR 86,000.00",2026-04-01
DR-1480,12/04/2025,Tom Whitfield,Dan Eriksen,UKI/Nordics,Account 280 Holdings,Ireland,TD Synnex,New Business,0 - Closed Lost,"EUR 76,000.00",2025-06-11
DR-1627,2025-05-07,Katharina Vogel,Tobias Frank,dach pod,Account 027 Holdings,Switzerland,TD Synnex,New Business,7 - Closed Won,"$63,000",2025-09-12
DR-1416,2025-03-23,Sigrid Halvorsen,Priya Raman,UKI & Nordics,Account 216 SAS,Finland,Ingram Micro,New Business,0 - Closed Lost,"EUR 129,000.00",2025-05-13
DR-1194,2024-11-03,Lukas Brandt,,dach pod,Account 394 Group,Austria,Bechtle AG,New Business,7 - Closed Won,,2025-02-09
DR-2467,25/06/2026,Erik Lindqvist,,EMEA - UKI & Nordics - Commercial,Account 067 Group,Norway,Computacenter,Add-On,7 - Closed Won,"$80,000",2026-10-28
DR-2017,09 Dec 2025,Tom Whitfield,,UKI & Nordics,Account 017 Ltd,Norway,Bechtle AG,Existing Business - Add-On,0 - Closed Lost,"$170,000",2026-05-02
DR-1883,2025-10-26,Tom Whitfield,Priya Raman,UKI/Nordics,Account 283 SpA,United Kingdom,Northbridge Data,New Business,7 - Closed Won,"$191,000",2025-11-30
DR-1959,11/11/2025,Sigrid Halvorsen,Priya Raman,EMEA - UKI & Nordics - Commercial,Account 359 Group,Sweden,Econocom,Existing Business - Renewal,4 - Technical Validation,"EUR 139,000.00",2026-03-23
DR-2586,2026-08-03,Elena Castells,,SEMEA,Account 186 AB,Israel,Computacenter,Add-On,5 - Proposal,23000,2027-02-03
DR-2345,2026-04-15,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 345 GmbH,Switzerland,Computacenter,Existing Business - Renewal,1 - Submitted,"$195,000",2026-09-04
DR-1317,2025-01-25,Stefan Huber,,dach pod,Account 117 SpA,Germany,Computacenter,New Business,Rejected - Duplicate,53000,2025-05-27
DR-2076,2026-01-19,Aoife Brennan,,UKI/Nordics,Account 076 SpA,Norway,SHI EMEA,Existing Business - Renewal,Expired,225000,2026-04-30
DR-2379,11 May 2026,Erik Lindqvist,Mollie Shaw,UKI/Nordics,Account 379 GmbH,Ireland,Softcat,Renewal,1 - Submitted,"$233,000",2026-07-16
DR-1253,2024-12-07,Katharina Vogel,Lena Wirth,DACH,Account 053 SAS,Switzerland,Northbridge Data,New Business,Rejected - Duplicate,,2025-02-07
DR-1217,2024-12-17,Tom Whitfield,,UKI/Nordics,Account 017 AB,Ireland,SHI EMEA,New Business,,"$158,000",2025-07-04
DR-1670,2025-06-11,Marco Ferrari,,Southern Europe,Account 070 Holdings,Greece,Computacenter,Existing Business - Add-On,Rejected - Duplicate,"EUR 77,000.00",2025-07-29
DR-2200,2026-03-16,Callum Reid,,UKI & Nordics,Account 200 SAS,United Kingdom,Softcat,New Logo,0 - Closed Lost,79000,2026-04-10
DR-2524,15/06/2026,Lukas Brandt,Tobias Frank,DACH,Account 124 Holdings,Switzerland,SHI EMEA,Existing Business - Renewal,3 - Discovery,"EUR 183,000.00",2026-11-18
DR-2396,01 May 2026,Elena Castells,Chiara Bruno,Iberia,Account 396 SAS,Spain,TD Synnex,Renewal,,"EUR 101,000.00",2026-09-06
DR-2336,2026-04-13,Lukas Brandt,,dach pod,Account 336 AB,Austria,TD Synnex,New Logo,1 - Submitted,45000,2026-09-06
DR-1207,2024-11-11,Katharina Vogel,Lena Wirth,DACH,Account 007 Holdings,Germany,Northbridge Data,Existing Business - Add-On,7 - Closed Won,"$89,000",2025-02-25
DR-1002,04/09/2024,Sigrid Halvorsen,Mollie Shaw,Nordics,Account 202 Group,Sweden,Ingram Micro,Renewal,0 - Closed Lost,67000,2024-11-16
DR-2412,15 May 2026,Katharina Vogel,Tobias Frank,DACH,Account 012 AB,Germany,Cancom,New Logo,1 - Submitted,"$165,000",2026-09-22
DR-2626,2025-02-20,Channel Queue,,DACH,Queued Account 012,Germany,Computacenter,New Business,1 - Submitted,,
DR-1935,2025-10-06,Katharina Vogel,Lena Wirth,dach pod,Account 335 AB,Germany,Northbridge Data,New Business,6 - Negotiation,"EUR 220,000.00",2026-03-27
DR-2216,2026-03-11,Erik Lindqvist,Dan Eriksen,Nordics,Account 216 Holdings,Sweden,SHI EMEA,New Logo,3 - Discovery,,2026-08-03
DR-2476,23/06/2026,Erik Lindqvist,Dan Eriksen,,Account 076 SpA,Norway,Arrow ECS,Upsell,2 - Approved,"$116,000",2026-12-17
DR-1407,2025-03-26,Niamh O'Connor,Dan Eriksen,UKI/Nordics,Account 207 Holdings,Norway,TD Synnex,New Business,Rejected - Duplicate,"EUR 54,000.00",2025-05-07
DR-2660,2024-03-20,Lukas Brandt,Tobias Frank,DACH,Old Account 006,Germany,Softcat,New Business,7 - Closed Won,120000,2024-09-30
DR-1372,22 Feb 2025,Sofia Almeida,Paulo Neves,EMEA - Southern Europe,Account 172 SAS,Italy,SHI EMEA,New Business,7 - Closed Won,"EUR 211,000.00",2025-07-14
DR-1779,2025-08-17,Elena Castells,,SEMEA,Account 179 GmbH,Portugal,Computacenter,Upsell,7 - Closed Won,"EUR 24,000.00",2025-11-13
DR-2526,2026-07-05,Callum Reid,Priya Raman,Nordics,Account 126 AB,Norway,Cancom,New Logo,3 - Discovery,"EUR 220,000.00",2026-10-15
DR-1231,2024-12-10,Sofia Almeida,Paulo Neves,EMEA - Southern Europe,Account 031 SAS,France,Bechtle AG,New Business,7 - Closed Won,151000,2025-01-07
DR-1282,2025-01-05,Niamh O'Connor,Mollie Shaw,UKI/Nordics,Account 082 SAS,Sweden,Econocom,New Business,0 - Closed Lost,"$82,000",2025-04-30
DR-2359,2026-04-16,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 359 Ltd,Germany,TD Synnex,New Logo,5 - Proposal,16000,2026-08-31
DR-1689,2025-06-10,Katharina Vogel,Tobias Frank,EMEA - DACH - Enterprise,Account 089 Group,Switzerland,Northbridge Data,Renewal,Rejected - Duplicate,"$236,000",2025-11-25
DR-1928,2025-10-16,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 328 Ltd,Switzerland,Computacenter,New Business,1 - Submitted,"$11,000",2025-11-27
DR-1629,2025-06-11,Aoife Brennan,Priya Raman,UKI & Nordics,Account 029 Group,Finland,Computacenter,Existing Business - Renewal,0 - Closed Lost,"EUR 113,000.00",2025-08-31
DR-1833,2025-09-28,Sofia Almeida,Paulo Neves,SEMEA,Account 233 AB,Spain,Ingram Micro,Add-On,4 - Technical Validation,"EUR 147,000.00",2025-11-05
DR-1773,2025-08-23,Sofia Almeida,Chiara Bruno,SEMEA,Account 173 SAS,France,SHI EMEA,Existing Business - Add-On,4 - Technical Validation,71000,2025-12-10
DR-2276,2026-03-01,Katharina Vogel,,,Account 276 Group,Austria,Ingram Micro,Existing Business - Renewal,3 - Discovery,18000,2026-05-10
DR-1501,17/04/2025,Callum Reid,Dan Eriksen,UKI/Nordics,Account 301 SpA,Finland,Northbridge Data,Upsell,7 - Closed Won,"$117,000",2025-07-06
DR-1820,2025-09-06,Aoife Brennan,,Nordics,Account 220 Group,Finland,Cancom,Upsell,7 - Closed Won,"$218,000",2026-02-09
DR-2522,19/06/2026,Lukas Brandt,Lena Wirth,EMEA - DACH - Enterprise,Account 122 AB,Switzerland,SHI EMEA,New Logo,6 - Negotiation,"EUR 168,000.00",2026-11-23
DR-1008,13/09/2024,Aoife Brennan,Priya Raman,Nordics,Account 208 Ltd,Finland,TD Synnex,New Business,Rejected - Duplicate,"EUR 15,000.00",2025-03-28
DR-1832,2025-09-08,Yannis Papadakis,Paulo Neves,Southern Europe,Account 232 Holdings,France,Ingram Micro,Existing Business - Renewal,1 - Submitted,"EUR 169,000.00",2025-10-25
DR-2332,2026-04-25,Lukas Brandt,,dach pod,Account 332 AB,Germany,Bechtle AG,New Logo,5 - Proposal,"$11,000",2026-10-06
DR-2366,18 May 2026,Callum Reid,Dan Eriksen,,Account 366 SAS,Sweden,Bechtle AG,New Logo,1 - Submitted,,2026-09-11
DR-2291,2026-04-23,Tom Whitfield,Dan Eriksen,Nordics,Account 291 SpA,Ireland,Computacenter,New Logo,1 - Submitted,43000,2026-10-09
DR-1210,2024-11-20,Nadia Keller,Lena Wirth,DACH,Account 010 Group,Switzerland,Bechtle AG,New Business,Rejected - Duplicate,"$46,000",2025-03-25
DR-1550,2025-05-07,Aoife Brennan,,EMEA - UKI & Nordics - Commercial,Account 350 SAS,Norway,Arrow ECS,New Business,7 - Closed Won,"$132,000",2025-08-16
DR-1708,21 Jul 2025,Niamh O'Connor,,UKI/Nordics,Account 108 SAS,Ireland,Bechtle AG,New Business,0 - Closed Lost,,2025-09-30
DR-1630,2025-06-16,Aoife Brennan,Mollie Shaw,UKI & Nordics,Account 030 Ltd,United Kingdom,Econocom,Existing Business - Add-On,0 - Closed Lost,"$230,000",2025-08-16
DR-1394,13 Feb 2025,Lukas Brandt,Tobias Frank,DACH,Account 194 Group,Switzerland,Softcat,New Business,7 - Closed Won,"$166,000",2025-07-04
DR-2581,2026-08-20,Callum Reid,Mollie Shaw,UKI/Nordics,Account 181 Holdings,Norway,Arrow ECS,New Logo,5 - Proposal,,2026-12-26
DR-2478,28/06/2026,Tom Whitfield,Mollie Shaw,UKI & Nordics,Account 078 AB,Finland,Econocom,Add-On,4 - Technical Validation,"EUR 170,000.00",2026-09-29
DR-2532,2026-07-04,Sigrid Halvorsen,Dan Eriksen,UKI/Nordics,Account 132 Ltd,Finland,Econocom,New Logo,2 - Approved,"EUR 65,000.00",2026-11-25
DR-1214,2024-11-21,Katharina Vogel,Lena Wirth,dach pod,Account 014 Holdings,Austria,Bechtle AG,New Business,Expired,"$212,000",2024-12-29
DR-1822,2025-09-17,Callum Reid,,UKI & Nordics,Account 222 AB,United Kingdom,Econocom,Upsell,,22000,2026-03-11
DR-1568,2025-05-11,Tom Whitfield,Dan Eriksen,UKI/Nordics,Account 368 Group,Sweden,SHI EMEA,New Business,0 - Closed Lost,125000,2025-06-29
DR-2443,16/06/2026,Callum Reid,,UKI/Nordics,Account 043 Ltd,United Kingdom,Softcat,Existing Business - Renewal,6 - Negotiation,181000,2026-10-09
DR-2659,2024-05-15,Lukas Brandt,Tobias Frank,DACH,Old Account 005,Germany,Bechtle AG,New Business,7 - Closed Won,120000,2024-09-30
DR-2293,2026-04-26,Sigrid Halvorsen,Mollie Shaw,UKI & Nordics,Account 293 GmbH,Finland,Bechtle AG,New Logo,2 - Approved,22000,2026-10-10
DR-1302,2025-01-16,Yannis Papadakis,,Iberia,Account 102 Holdings,Spain,Computacenter,New Business,Rejected - Duplicate,214000,2025-03-30
